Year,Biome,T_Treat,CO2,Pot_label,Replicate,Genotype,Vcmax,Jmax,TPU,RMSE,Tleaf_mean,sub.files[],Notes
2023,2,T8,AC,20A,1,Transcend,134.5824167,207.6371975,12.06082896,1.851308944,25.00217988,559,
2023,2,T8,AC,20B,2,Transcend,107.7736684,218.9533259,13.38230061,3.255159058,25.07420863,554,
2023,2,T8,AC,20C,3,Transcend,112.1894996,231.429731,13.2388046,3.474034057,25.04875183,555,
2023,2,T8,AC,20D,4,Transcend,147.6807335,240.4318301,12.83173839,2.53521831,25.00014928,560,
2023,2,T8,AC,20E,5,Transcend,117.9192974,196.7683438,12.00846189,2.780353207,24.93390964,556,
2023,1,T8,EC,2A,1,AAC_Brandon,,,,,,,
2023,1,T8,EC,2B,2,AAC_Brandon,133.9296026,225.8942718,14.24128093,2.055026878,24.98076923,163,
2023,1,T8,EC,2C,3,AAC_Brandon,,,,,,,
2023,1,T8,EC,2D,4,AAC_Brandon,,,,,,,
2023,1,T8,EC,2E,5,AAC_Brandon,,,,,,,
2023,1,T8,EC,3A,1,AAC_Concord,133.6292023,266.7135944,14.43500675,2.932822382,25.00033077,133,
2023,1,T8,EC,3B,2,AAC_Concord,98.90261997,189.3000467,11.60825945,1.309695362,24.99106667,31,
2023,1,T8,EC,3C,3,AAC_Concord,149.4857404,285.522113,15.37121389,2.736595212,25.00264615,51,
2023,1,T8,EC,3D,4,AAC_Concord,99.2494244,215.5792376,12.57429578,5.288305995,24.95027447,40,
2023,1,T8,EC,3E,5,AAC_Concord,167.2483877,285.5112864,15.62587752,3.784906541,24.99639231,81,
2023,1,T8,EC,4A,1,AAC_Goodwin,86.28350485,191.4833418,11.52725239,6.413006152,24.95831544,90,
2023,1,T8,EC,4B,2,AAC_Goodwin,117.8664858,227.7487972,12.61629338,2.348889149,24.99853077,106,
2023,1,T8,EC,4C,3,AAC_Goodwin,111.4823386,253.2811032,14.99655897,2.418527402,25.09372308,74,
2023,1,T8,EC,4D,4,AAC_Goodwin,91.65176155,181.8636584,11.11164831,1.966988312,24.99860769,100,
2023,1,T8,EC,4E,5,AAC_Goodwin,91.24098182,206.4400143,12.26636475,4.326355528,24.88456549,65,
2023,1,T8,EC,5A,1,AAC_Grainland,,,,,,,
2023,1,T8,EC,5B,2,AAC_Grainland,,,,,,,
2023,1,T8,EC,5C,3,AAC_Grainland,,,,,,,
2023,1,T8,EC,5D,4,AAC_Grainland,,,,,,,
2023,1,T8,EC,5E,5,AAC_Grainland,,,,,,,
2023,1,T8,EC,6A,1,AAC_Hodge,118.7150046,300.3450269,NA,2.205563682,24.94633953,9,
2023,1,T8,EC,6B,2,AAC_Hodge,133.3337946,272.4438618,15.3921929,0.92106647,24.9964,28,
2023,1,T8,EC,6C,3,AAC_Hodge,120.9145909,253.7240028,14.66161992,2.527400372,24.99664615,15,
2023,1,T8,EC,6D,4,AAC_Hodge,96.09513881,213.7667659,NA,4.056797785,24.95104281,26,
2023,1,T8,EC,6E,5,AAC_Hodge,124.6312794,249.7312837,14.61432964,1.949032167,24.99662308,54,
2023,1,T8,EC,7A,1,AAC_Leroy,102.1488307,215.4796754,13.82276269,3.946743252,24.97145925,66,
2023,1,T8,EC,7B,2,AAC_Leroy,92.77648871,192.7849363,12.7428407,2.54719072,24.88522867,5,
2023,1,T8,EC,7C,3,AAC_Leroy,140.3496861,282.1233023,15.21059516,3.023829419,25.0027,82,
2023,1,T8,EC,7D,4,AAC_Leroy,102.3501216,242.1477602,14.48174173,4.943725582,25.00319399,117,
2023,1,T8,EC,7E,5,AAC_Leroy,112.6932171,241.8101824,13.89980789,3.138490065,24.99695385,127,
2023,1,T8,EC,8A,1,AAC_Magnet,106.0551574,223.2116835,13.48316814,1.856700019,24.99588462,48,
2023,1,T8,EC,8B,2,AAC_Magnet,81.48662569,209.2460322,12.94503461,15.38448298,24.88933563,21,
2023,1,T8,EC,8C,3,AAC_Magnet,93.58453132,203.1778074,12.65320051,3.20997661,24.98667853,22,
2023,1,T8,EC,8D,4,AAC_Magnet,101.6304682,213.3176866,12.75234845,2.495543004,24.85265385,75,
2023,1,T8,EC,8E,5,AAC_Magnet,95.05969273,249.4537964,14.82248693,14.58588166,24.887296,118,
2023,1,T8,EC,9A,1,AAC_Prevail,,,,,,,
2023,1,T8,EC,9B,2,AAC_Prevail,,,,,,,
2023,1,T8,EC,9C,3,AAC_Prevail,150.8881528,273.7460486,16.16455654,3.103426461,24.98846154,164,
2023,1,T8,EC,9D,4,AAC_Prevail,,,,,,,
2023,1,T8,EC,9E,5,AAC_Prevail,,,,,,,
2023,1,T8,EC,10A,1,AAC_Warman,98.73142275,200.6937404,12.37939828,3.258555542,24.98516923,13,
2023,1,T8,EC,10B,2,AAC_Warman,93.96620955,199.2661615,13.61423561,3.76759543,24.88324629,41,
2023,1,T8,EC,10C,3,AAC_Warman,104.3428263,211.0999364,12.6490348,2.658927093,24.99249231,32,
2023,1,T8,EC,10D,4,AAC_Warman,92.68316996,196.9166606,11.9182425,3.088324094,24.90596962,42,
2023,1,T8,EC,10E,5,AAC_Warman,69.49383527,150.9665377,9.471235788,2.57977309,24.98559526,313,
2023,1,T8,EC,11A,1,AAC_Wheatland,101.0728068,256.4089505,14.98216355,7.687141892,24.91398457,119,
2023,1,T8,EC,11B,2,AAC_Wheatland,129.6617646,233.7686724,14.08018569,2.531312884,25,165,
2023,1,T8,EC,11C,3,AAC_Wheatland,107.6345885,210.8640317,12.39221707,1.988603252,24.99978571,180,
2023,1,T8,EC,11D,4,AAC_Wheatland,132.1821757,228.6556007,14.17237959,2.559639987,25.00923077,138,
2023,1,T8,EC,11E,5,AAC_Wheatland,108.5114415,237.7272782,13.29836953,3.132818027,24.87004163,91,
2023,1,T8,EC,12A,1,BW1094,115.2426149,242.0463771,14.19046036,2.980126444,24.9896,101,
2023,1,T8,EC,12B,2,BW1094,79.96180737,182.8621554,11.84787431,13.67409425,24.94137069,92,
2023,1,T8,EC,12C,3,BW1094,128.9438858,253.7285518,14.2311249,1.856359818,24.99555385,130,
2023,1,T8,EC,12D,4,BW1094,98.47251448,211.5383011,12.52233681,2.281928767,25.00007984,120,
2023,1,T8,EC,12E,5,BW1094,123.1709588,269.0241672,15.23277757,2.802204148,24.99342308,128,
2023,1,T8,EC,13A,1,BW5089,110.1562161,234.9591646,13.84729514,2.009137272,24.99162308,102,
2023,1,T8,EC,13B,2,BW5089,90.3752034,188.928054,12.38550807,3.482815583,24.9466268,93,
2023,1,T8,EC,13C,3,BW5089,145.7025293,276.3430163,16.38158875,3.212656438,25.00076923,139,
2023,1,T8,EC,13D,4,BW5089,137.5537225,279.2831387,15.21241271,2.439946631,25.00173846,134,
2023,1,T8,EC,13E,5,BW5089,131.7910354,266.3397135,14.90983289,2.040247979,24.99290769,109,
2023,1,T8,EC,14A,1,DT2016,,,,,,,
2023,1,T8,EC,14B,2,DT2016,,,,,,,
2023,1,T8,EC,14C,3,DT2016,,,,,,,
2023,1,T8,EC,14D,4,DT2016,,,,,,,
2023,1,T8,EC,14E,5,DT2016,,,,,,,
2023,1,T8,EC,15A,1,DT2030,,,,,,,
2023,1,T8,EC,15B,2,DT2030,,,,,,,
2023,1,T8,EC,15C,3,DT2030,,,,,,,
2023,1,T8,EC,15D,4,DT2030,,,,,,,
2023,1,T8,EC,15E,5,DT2030,,,,,,,
2023,1,T8,EC,16A,1,HY2136,102.6054133,217.6945416,13.8550336,3.783216577,24.94584165,94,
2023,1,T8,EC,16B,2,HY2136,100.867869,233.953701,14.74517095,4.81330591,24.91488743,121,
2023,1,T8,EC,16C,3,HY2136,109.7792737,224.3609149,13.70340365,3.280500179,24.99448462,103,
2023,1,T8,EC,16D,4,HY2136,94.87641448,220.8344605,12.89926554,7.919574235,24.94859396,67,
2023,1,T8,EC,16E,5,HY2136,112.0593427,234.8758931,13.88316385,3.08808908,24.99473846,129,
2023,1,T8,EC,17A,1,PT4002,98.539539,215.0009523,14.50903177,3.438269429,24.98163087,95,
2023,1,T8,EC,17B,2,PT4002,107.738774,241.9426854,14.29099909,3.155698052,24.33752308,76,
2023,1,T8,EC,17C,3,PT4002,93.15876594,220.1201821,13.57355768,7.760775981,25.07266372,122,
2023,1,T8,EC,17D,4,PT4002,126.2754139,280.3359232,15.94169724,1.970066645,25.00133846,49,
2023,1,T8,EC,17E,5,PT4002,91.55638022,198.3722289,12.76656895,2.089285379,25.00743077,124,
2023,1,T8,EC,18A,1,Stettler,,,,,,,
2023,1,T8,EC,18B,2,Stettler,87.33103706,185.5725247,11.36203254,4.028831814,25.02381461,178,
2023,1,T8,EC,18C,3,Stettler,86.79719369,187.3007897,11.96944137,3.697805947,24.87788595,179,
2023,1,T8,EC,18D,4,Stettler,,,,,,,
2023,1,T8,EC,18E,5,Stettler,,,,,,,
2023,1,T8,EC,19A,1,Strongfield,,,,,,,
2023,1,T8,EC,19B,2,Strongfield,,,,,,,
2023,1,T8,EC,19C,3,Strongfield,,,,,,,
2023,1,T8,EC,19D,4,Strongfield,,,,,,,
2023,1,T8,EC,19E,5,Strongfield,,,,,,,
2023,1,T8,EC,20A,1,Transcend,,,,,,,
2023,1,T8,EC,20B,2,Transcend,,,,,,,
2023,1,T8,EC,20C,3,Transcend,,,,,,,
2023,1,T8,EC,20D,4,Transcend,,,,,,,
2023,1,T8,EC,20E,5,Transcend,,,,,,,
